Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
Q91ZR1,Ras-related protein Rab-4B OS=Mus musculus OX=10090 GN=Rab4b PE=1 SV=2,4,69611007,57979116,19923146,54620797,50985701,47152991,48223380,49119067,54149829
Q91ZU6,Dystonin OS=Mus musculus OX=10090 GN=Dst PE=1 SV=2,1,0,0,0,14807457.5,0,3106977.5,0,3062142.5,0
Q91ZX7,Prolow-density lipoprotein receptor-related protein 1 OS=Mus musculus OX=10090 GN=Lrp1 PE=1 SV=1,40,1246930917,617422882.5,474370581.9,1213844910,733724835.5,629741335.3,734424689.3,709870158,712975790.8
Q91ZZ3,Beta-synuclein OS=Mus musculus OX=10090 GN=Sncb PE=1 SV=1,17,6281938866,4775125974,3001258418,506015747.4,335594337.3,348073028,2164936655,2241444424,2338803414
Q920B0,FERM domain-containing protein 4B OS=Mus musculus OX=10090 GN=Frmd4b PE=1 SV=2,2,15529585,13043685.5,2283559.5,9828576.5,12773172.5,7927360,4917260.5,10345956.25,10613219
Q920E5,Farnesyl pyrophosphate synthase OS=Mus musculus OX=10090 GN=Fdps PE=1 SV=1,9,126986202.5,111172193.8,99311983.5,92133052,88750241.5,75034516.5,107196673,108146455.5,102856214.5
Q920I9,WD repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Wdr7 PE=1 SV=3,34,1138680079,934168217.3,800598198.7,996041525.1,1041494276,878569393.3,921011716.5,939391343,970920714.1
Q920N2,Biotin--protein ligase OS=Mus musculus OX=10090 GN=Hlcs PE=1 SV=1,14,416610554.3,410501919.3,303102766.8,583132642.5,632569498,439302243,458872808.8,433323740,467785352
Q920P3,BMP/retinoic acid-inducible neural-specific protein 1 OS=Mus musculus OX=10090 GN=Brinp1 PE=1 SV=1,5,36566179.5,25816091,25565743.25,11079253,24122125,24660182.25,15113370,30014056.75,28369911.75
Q920P5,Adenylate kinase isoenzyme 5 OS=Mus musculus OX=10090 GN=Ak5 PE=1 SV=2,3,22852737,11713499,3563916.25,4373282.5,12472456.06,9873240,16620515.5,9055548,13178570.25
Q920Q4,Vacuolar protein sorting-associated protein 16 homolog OS=Mus musculus OX=10090 GN=Vps16 PE=1 SV=3,9,85220968,70190871,114897793.3,88415016,92147836,96178208.5,82352434.5,91763031,107003261.5
Q920R0,Alsin OS=Mus musculus OX=10090 GN=Als2 PE=1 SV=3,1,7752786,8215884.5,5341575.5,8900239,8086997,10334664,5482551,5859919.5,7336121
Q921C1,Gap junction gamma-3 protein OS=Mus musculus OX=10090 GN=Gjc3 PE=1 SV=2,2,20371887,11874440.75,29059960,12294548,10850674.5,18329459,32692324,11681343.5,13415156.5
Q921C5,Protein bicaudal D homolog 2 OS=Mus musculus OX=10090 GN=Bicd2 PE=1 SV=1,1,6441544.5,5922974.5,2436678.25,0,0,0,2652337.25,2315394.75,2652987.75
Q921F2,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1,14,753633918,717585154.8,567179219.5,621852440.5,535041174.5,548484961.5,591348126.8,591970874.5,610182004.5
Q921F4,Heterogeneous nuclear ribonucleoprotein L-like OS=Mus musculus OX=10090 GN=Hnrnpll PE=1 SV=3,11,191677888.3,169617957.5,135684723,167138236,180331080,162846918.3,169724789.5,169978902.5,140102633.3
Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus OX=10090 GN=Etfdh PE=1 SV=1",13,315675766.5,261058260,186571527.3,245560222.5,257392566.5,217551104.5,254807175,266741846.5,265220177
Q921H8,"3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus OX=10090 GN=Acaa1a PE=1 SV=1",5,50163894.5,46199336,36614730.75,37685376,40578697.75,31390214.5,46947371.5,44276889.5,43705771
Q921H9,Cytochrome c oxidase assembly factor 7 OS=Mus musculus OX=10090 GN=Coa7 PE=1 SV=1,1,5988455,6703268.5,2383458.75,0,4837819.5,3272299.75,4781779,4141696.75,3788394.25
Q921I1,Serotransferrin OS=Mus musculus OX=10090 GN=Tf PE=1 SV=1,20,1018458802,846017009.3,708572526,669080382.3,812272810.5,557447365,749738936.5,727973127.5,738015607.5
Q921J2,GTP-binding protein Rheb OS=Mus musculus OX=10090 GN=Rheb PE=1 SV=1,4,48310990,48547012,41232576.5,35793654.75,60611343,30549065.25,33738583,40162043.5,33136117
Q921M3,Splicing factor 3B subunit 3 OS=Mus musculus OX=10090 GN=Sf3b3 PE=1 SV=1,20,436106193.8,479917241,389487136.8,540453712.4,576127342.5,511080738.5,504875908,421710262,491508721
Q921M7,Protein FAM49B OS=Mus musculus OX=10090 GN=Fam49b PE=1 SV=1,15,699562810.3,601976379,526206497.8,515483206.1,542729955.3,443752493.5,502916030,549125316,525087773
Q921W4,Quinone oxidoreductase-like protein 1 OS=Mus musculus OX=10090 GN=Cryzl1 PE=1 SV=1,2,29291660,10609510,17012109.5,20438201,22665742.5,11301545,27564312.5,15335232.5,26207576
Q922B2,"Aspartate--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Dars PE=1 SV=2",19,829964565.5,694766709.5,539354873,668909910.3,704800508.5,569030539.5,660614633,603878855.3,637829109.3
Q922D4,Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Mus musculus OX=10090 GN=Ppp6r3 PE=1 SV=1,1,29545404,31800244,3822628.25,5313550,6183262.5,5695754.5,0,5075017,5835954.5
Q922D8,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=4",13,1580132439,1186100968,718100262,1623132369,1401992707,1291262997,1237290722,1298978315,1334271628
Q922E4,Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus OX=10090 GN=Pcyt2 PE=1 SV=1,7,215132317.5,173094483.5,92057299.25,65905855.5,62866588.5,63622317.5,94075650,104721678.3,115366483.8
Q922F4,Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1,2,35640080,42754888,181832634,72544328,60872876,99005528,81430312,60138468,67982736
Q922H2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Mus musculus OX=10090 GN=Pdk3 PE=1 SV=1",9,291113178,240865032.5,183088723.5,11718641.5,6021811.25,11030962,104783711,113336771.8,121361479.3
Q922J6,Tetraspanin-2 OS=Mus musculus OX=10090 GN=Tspan2 PE=1 SV=1,2,79233148.5,75864657,52791984.5,75468452.5,89275656,66289398,68302369.5,71999641,56002921.5
Q922P8,Transmembrane protein 132A OS=Mus musculus OX=10090 GN=Tmem132a PE=1 SV=2,4,27094883.5,30367669.5,26592845,25828661.25,38148298.5,21682835.5,24964431,12242762.5,30385119
Q922P9,Putative oxidoreductase GLYR1 OS=Mus musculus OX=10090 GN=Glyr1 PE=1 SV=1,1,9152326,4702488.5,2935982.5,0,0,4198798,4017638.25,0,0
Q922Q1,Mitochondrial amidoxime reducing component 2 OS=Mus musculus OX=10090 GN=Marc2 PE=1 SV=1,6,200459787,165252231.5,169079715,130175909,135024716,138991354,151722848.8,163909659.3,150136113
Q922Q4,Pyrroline-5-carboxylate reductase 2 OS=Mus musculus OX=10090 GN=Pycr2 PE=1 SV=1,7,131904551,152727446,115012185.5,100796390,102558956.5,82304167.5,126068540,106801305,106272529
Q922Q8,Leucine-rich repeat-containing protein 59 OS=Mus musculus OX=10090 GN=Lrrc59 PE=1 SV=1,3,34847389,27519984.5,25600551,9856106.5,14071175.75,3410338,16860149.5,22299555.5,21713946.5
Q922R8,Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3,4,51836003,58386831.5,41400251.38,57483236.5,28405651.75,33082155.13,43985714.5,42526910.75,51687180.5
Q922S4,"cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Mus musculus OX=10090 GN=Pde2a PE=1 SV=4",19,332640986.3,283283256.3,179147503.9,267137474.8,510296433,274920201.5,399732392.5,324701533.8,263906517
Q922Y1,UBX domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ubxn1 PE=1 SV=1,2,20864588.5,26966729,15884477.5,18652994.5,24302713,5887952.5,24391373,20787393,18048590.5
Q923D2,Flavin reductase (NADPH) OS=Mus musculus OX=10090 GN=Blvrb PE=1 SV=3,4,46960270.5,54442081,44926794.5,33629707,40660911,30992207,43127926,42483673.25,50605788.5
Q923S9,Ras-related protein Rab-30 OS=Mus musculus OX=10090 GN=Rab30 PE=1 SV=1,1,5840080,0,4847602.5,4292150.5,4562421.5,5287926.5,4960520,3633820.25,6406312.5
Q923T9,Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Mus musculus OX=10090 GN=Camk2g PE=1 SV=1,4,221784258.8,212201876,132562407.5,144796801,184824884.8,163511667,182569867.3,168549774.5,187113727.8
Q923Z0,G-protein coupled receptor family C group 5 member B OS=Mus musculus OX=10090 GN=Gprc5b PE=1 SV=1,5,58679708.5,49742248,46238839,67191101,62368236,60106283,44569443.5,67302766.5,58324121
Q924L1,LETM1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Letmd1 PE=1 SV=1,1,5857739,0,7409848,3469961,2979093.25,0,4671563,0,0
Q924M7,Mannose-6-phosphate isomerase OS=Mus musculus OX=10090 GN=Mpi PE=1 SV=1,4,67592457,50892014.5,47131802,58315001,59710545,53091467,45597904,52818933,51796982
Q924T2,"28S ribosomal protein S2, mitochondrial OS=Mus musculus OX=10090 GN=Mrps2 PE=1 SV=1",3,15535552.5,12816065.75,13450783.13,14228159.25,14885330.5,3247244.5,13434147.5,17446762.75,14915040.5
Q924Z4,Ceramide synthase 2 OS=Mus musculus OX=10090 GN=Cers2 PE=1 SV=1,1,71084632,54757784,23307672,55828968,64480160,51158956,50377364,50108676,46111604
Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Mus musculus OX=10090 GN=Ppp2r2d PE=1 SV=1,1,7969240,13939920,3966597.5,18098054,9388785,3944504.75,8524456,9798702.5,2077406.875
Q925I1,ATPase family AAA domain-containing protein 3 OS=Mus musculus OX=10090 GN=Atad3 PE=1 SV=1,16,397688436.3,353635754.8,235363474,18376368.5,29446925.5,19927085.75,162575420,172013266.3,155574314.5
Q925N0,Sideroflexin-5 OS=Mus musculus OX=10090 GN=Sfxn5 PE=1 SV=2,13,649876885,509807436.5,424023884,422385010,474876316,366338526,466318924.5,455414072.5,418352898.5
Q925N1,Sideroflexin-4 OS=Mus musculus OX=10090 GN=Sfxn4 PE=2 SV=2,2,14465592,9847742.5,10702334.5,6476857.875,3301723.75,6935063.25,5261230.5,3664185.75,8856825
Q925T6,Glutamate receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Grip1 PE=1 SV=1,2,15975273.5,4890396,9359537.5,3926911.75,0,3258219,5654992,5207113,4675717
Q93092,Transaldolase OS=Mus musculus OX=10090 GN=Taldo1 PE=1 SV=2,16,554220802.5,557656321.5,456418027.3,411632616.5,424188047,374683300.3,427980142.8,450032830,450463408
Q99020,Heterogeneous nuclear ribonucleoprotein A/B OS=Mus musculus OX=10090 GN=Hnrnpab PE=1 SV=1,7,114799784.3,108743299,40855397.5,82692902.5,83612980,87790358.5,93502673,82276451.75,84864855.5
Q99104,Unconventional myosin-Va OS=Mus musculus OX=10090 GN=Myo5a PE=1 SV=2,54,714861317.3,862707103.3,648426124,791950560.5,1009867545,893743713.1,770413325,761873550.3,772693211.3
Q99J08,SEC14-like protein 2 OS=Mus musculus OX=10090 GN=Sec14l2 PE=1 SV=1,8,111259526.8,114145877.5,99479113,119056703,130696050,123951234,116709145.5,125957901.3,115805136
Q99J09,Methylosome protein 50 OS=Mus musculus OX=10090 GN=Wdr77 PE=1 SV=1,1,21306784,14122802,17783760,10993776,18379592,19123236,14692034,18871030,16761283
Q99J45,Nuclear receptor-binding protein OS=Mus musculus OX=10090 GN=Nrbp1 PE=1 SV=1,2,13821464,15649903,12185985,14077954.5,17960828,11299060.5,16802414.5,15341757.5,13350591.5
Q99J77,Sialic acid synthase OS=Mus musculus OX=10090 GN=Nans PE=1 SV=1,4,64178230,45836648,48132630,34532899.75,25261022.75,15842878.5,30411979.25,36355582,45706843.5
Q99J85,Neuronal pentraxin receptor OS=Mus musculus OX=10090 GN=Nptxr PE=1 SV=1,4,39724152.5,31300518,10136387.25,24239085.5,28505497.5,31037345.5,25673665.25,22748543.5,24077852
Q99J99,3-mercaptopyruvate sulfurtransferase OS=Mus musculus OX=10090 GN=Mpst PE=1 SV=4,13,621707308.5,433498022,400502826.5,349496309.3,380518640.6,297261975.4,352701228.3,375951278.5,372633319.1
Q99JF5,Diphosphomevalonate decarboxylase OS=Mus musculus OX=10090 GN=Mvd PE=1 SV=2,1,3367243.5,2799031.25,0,3263134.25,3956297.75,1825657.75,2774938.75,0,2089956
Q99JH7,Calsyntenin-3 OS=Mus musculus OX=10090 GN=Clstn3 PE=1 SV=1,1,0,0,3415695,0,0,0,0,0,8623184
Q99JI4,26S proteasome non-ATPase regulatory subunit 6 OS=Mus musculus OX=10090 GN=Psmd6 PE=1 SV=1,8,352268406.5,282283897.5,242279085.8,331865460.5,284637261,259226496,282338627.5,303450674.5,295820765.5
Q99JI6,Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2,1,40674218,24638573.5,9384003,29897506,26731417,21236425,26616919,24922878.5,31927011
Q99JN2,Kelch-like protein 22 OS=Mus musculus OX=10090 GN=Klhl22 PE=1 SV=1,2,98067404.5,154794928,132855257.6,176776480.5,183487336,163237178.5,147209497.5,145853800,112317248
Q99JP7,Glutathione hydrolase 7 OS=Mus musculus OX=10090 GN=Ggt7 PE=1 SV=2,3,46657303.5,37059280.75,30854753.75,34510958.5,31769450.25,26630788.5,29188518,34588161.5,34942506.75
Q99JR1,Sideroflexin-1 OS=Mus musculus OX=10090 GN=Sfxn1 PE=1 SV=3,10,349268902,302808746,237817826.8,246669718.5,310893494,241930593.5,277603048.5,274716956.3,267388402.3
Q99JX3,Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=3,2,18728051.5,12230236.75,9702252,4667412.5,0,3659817.75,7732880,8988580,0
Q99JX4,Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1,2,32393579,26162345,17604967.75,30798291,30483734,23463609.5,24211358,26627320.5,27036603
Q99JY0,"Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Hadhb PE=1 SV=1",15,353879458.8,307833610,225723163.8,311818640,322805073.5,244300468.8,277624432.3,283658634.3,281769198
Q99JY9,Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3,12,785108015.9,675325301.5,492481659.8,649715292.4,723731036,522993198,624816392.5,618663948.5,629109770
Q99K10,Neuroligin-1 OS=Mus musculus OX=10090 GN=Nlgn1 PE=1 SV=2,1,3715057.5,0,4295254.5,2699775.75,3712486.75,1329872.5,1533987,3410650.5,4240158
Q99K28,ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Arfgap2 PE=1 SV=1,6,80332069,73303469.5,49781654,60246879.5,60174441,53142985,65428127.5,65004013.5,51798339
Q99K30,Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus OX=10090 GN=Eps8l2 PE=1 SV=1,1,6196154.5,4787725.5,4206110.5,0,4658090,0,0,0,0
Q99K48,Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3,21,617215605.5,507447622.8,438759753.5,389778325.8,479767229,423210063,480601691,445231984.8,491457778.5
Q99K51,Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3,4,78978925,57252003.75,60840375.5,70988394,33904554.5,38859525.5,71202811,52077372.5,51657299.5
Q99K70,Ras-related GTP-binding protein C OS=Mus musculus OX=10090 GN=Rragc PE=1 SV=1,4,42444882,32455598,12586950,38112823.5,33170784,30455674.5,20714227,26735241,33198492.5
Q99K85,Phosphoserine aminotransferase OS=Mus musculus OX=10090 GN=Psat1 PE=1 SV=1,16,610382991.1,472500224,396767295,423397022.5,415616493,379453601,424954380.5,443119692.8,460961847.4
Q99KB8,"Hydroxyacylglutathione hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hagh PE=1 SV=2",5,117283279.5,120772505.8,98235203.5,123735075.5,139562894,82733371.25,135001562.5,107565216.5,121491562.3
Q99KC8,von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2,8,119869942,96961465,44205805.5,58097037.5,57940764,63421919,50984681,58860944,58236330
Q99KE1,"NAD-dependent malic enzyme, mitochondrial OS=Mus musculus OX=10090 GN=Me2 PE=1 SV=1",5,43450419.5,31341921.5,26788942.5,21357740.5,12333020,18209245.5,16455292.5,15997184.25,24687413.25
Q99KF1,Transmembrane emp24 domain-containing protein 9 OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=2,3,32383906.5,27654451.5,28950250.5,29671663,26557381,28935703.5,29603589,31775756.5,28170759.75
Q99KI0,"Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1",60,9728740468,7540142436,5879202147,7542838389,7167972122,6321872222,7021938752,7068896077,7103799934
Q99KJ8,Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3,8,172516786,118211033,88944425,3005126.25,9348989.5,6519127.5,69726693.25,65571559.75,62455300.25
Q99KK2,N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=2,10,295557004.6,310675413,227377240.5,310077306.3,334610637.3,250679011.3,284408076.9,268268714.8,296625387.9
Q99KK7,Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2,15,232980544.5,178272300.5,149131006.5,95733706,105486249.5,92487325.25,116370817,136020034,128196439.5
Q99KN9,Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=2,7,222103209.5,157890307.5,105661207,56213527,46393755,32537708,109528723.5,87061852,88914300.25
Q99KP6,Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1,10,255030644.5,274104721,196079522.5,244570084,236910826.5,242407745.5,244711647,214778901.3,281918180.8
Q99KQ4,Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1,8,248672702,291295663,234350163,302727989.4,363303602.3,281865258.3,267009128.1,215637916.8,272967985.5
Q99KR7,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1",4,55647950.5,55471262,83301018.5,47446512.5,32473451,45863881.5,52450220,44233435,50052565.75
Q99KU0,Vacuole membrane protein 1 OS=Mus musculus OX=10090 GN=Vmp1 PE=1 SV=2,2,23908557.5,24164924,20019054,27385812.5,26267773,23212252,27733002,20635360,24263921
Q99KY4,Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2,5,56102916.5,55720690,42210332,38815646.5,38413514.5,46119418.5,48918926.5,42750951,45397889
Q99L04,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus OX=10090 GN=Dhrs1 PE=1 SV=1,7,176183160.5,130479322,115568954.3,115517797.5,123903168,86218868.5,80076176,98510072,88906053.5
Q99L13,"3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1",4,137856002,106937532.8,92400983,55581152,62864918,73460518,106108765,162855637,81896605.5
Q99L43,Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1,5,171471893,161771104,161209153.3,190683606.5,202010955.3,149975387,163678145.8,147563750,167693818.8
Q99L47,Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1,5,88420908.5,94627988.5,21808778.25,51520315,81719291,44522938.75,64972576,48211832.5,51644889.25
Q99LB2,Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3,4,48175923,29904684.5,33506852,27530468,26883811,23394415,32096319,31843111,27078431
Q99LB6,Methionine adenosyltransferase 2 subunit beta OS=Mus musculus OX=10090 GN=Mat2b PE=1 SV=1,5,80136937,77121153.5,42131440.5,66762673.75,68910911,72687572.5,76775445.5,71615556.25,74610171
Q99LC2,Cleavage stimulation factor subunit 1 OS=Mus musculus OX=10090 GN=Cstf1 PE=1 SV=1,2,10233624.5,2469335.5,3391825.75,3468831,9060786.5,3657085.75,5171873,4583928.5,8423749.5
Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2",9,308600412.8,285314418,243443370.8,299909546,280292871,239181013.5,274315578.3,283383353.5,273451600
Q99LD4,COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1,6,122484588.5,86061278.25,93254401.5,98545511,88897675.5,91727932.75,83737014.25,98403523.5,84639969.5
Q99LD8,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus OX=10090 GN=Ddah2 PE=1 SV=1",4,78182191,76308753,61306267,67868441,77628579,57137529,73088681,66039428,70724088
Q99LD9,Translation initiation factor eIF-2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1,1,4497175.5,3401577.5,2548915,2084753.5,3619883.5,2966087.5,2813685.75,4417054,2828359.25
Q99LF4,tRNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1,14,330764021,292697599.5,210072023.5,334347396.5,248360455.8,242905270.5,264641154,282333048.8,268506406.3
Q99LG4,Tetratricopeptide repeat protein 5 OS=Mus musculus OX=10090 GN=Ttc5 PE=1 SV=2,2,11944707,15956919.5,13252267.5,10644779.75,0,7851442.5,11268442.5,12236568.75,13330866
Q99LI8,Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2,4,53781489,54912738.5,43796937,39821047.88,23375504,29126912.5,36564055.5,36859706,41057926
Q99LP6,"GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1",3,37305163,30332709.5,16439432,9452672.5,5900419.25,3053551,14694887.75,14054400.5,16014299.5
Q99LR1,Monoacylglycerol lipase ABHD12 OS=Mus musculus OX=10090 GN=Abhd12 PE=1 SV=2,12,285858692,211349343.8,166271035.5,210730875.3,202311639.5,180874170.8,184062280.3,189025387.3,205584044.3
Q99LX0,Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1,14,631517810,503328882.8,387174677.1,442646815.5,489273980.9,398871707.5,459205404,466888836,461345526
Q99M71,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,4,81312672.5,192096786,154889859.5,221362768,306714090,498723928.5,206549527,342292701,345762943.5
Q99M87,"DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1",5,70125470.5,66628789,34052664,38813713.25,44990250,19495212.75,42541670.75,41549525.5,42717612
Q99ME2,WD repeat-containing protein 6 OS=Mus musculus OX=10090 GN=Wdr6 PE=1 SV=1,1,6061170,5800852,0,7214385.5,8553524,3429266.25,0,0,5555638
Q99MK8,Beta-adrenergic receptor kinase 1 OS=Mus musculus OX=10090 GN=Grk2 PE=1 SV=2,15,422936114.3,372770546,282473010.8,88161263,99337034,91110039.25,224196528,211481160.5,235793292.5
Q99MN1,Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1,4,62236602,49118529.75,34001516.5,41093410,32271183,34659449.5,36877084,29913444,36467799
Q99MN9,"Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2",19,641694552.8,457164839.1,2478668830,682470859.5,7411127130,498635261,536184859.5,544313981.8,21138108723
Q99MP8,BRCA1-associated protein OS=Mus musculus OX=10090 GN=Brap PE=1 SV=1,1,9878674,9286415,0,6803765.5,11760169,6132051,0,0,7581866.5
Q99MR0,Actin-like protein 6B OS=Mus musculus OX=10090 GN=Actl6b PE=1 SV=1,3,50671162.5,26288665.5,23238606,21397215,23360843.5,26777915,17998200,19140901.5,19134480.5
Q99MR8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Mccc1 PE=1 SV=2",61,10868679903,10700613580,7763441335,21288055318,20908443774,14839696472,14314879370,14290735972,14354486938
Q99N28,Cell adhesion molecule 3 OS=Mus musculus OX=10090 GN=Cadm3 PE=1 SV=1,9,629320865.9,585162233.9,391952076.8,617085855.1,697124964.8,508961800.8,583381035.3,572894103.4,568239980.8
Q99NB1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Mus musculus OX=10090 GN=Acss1 PE=1 SV=1",6,77401078,74038119,71695866,69625749.5,70210954,61151943.5,70405680.5,66364778,71343369
Q99NB9,Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1,3,36099159,27217808.25,18784882,24910255.44,26807399.88,22446169,28968594,25629628.25,30686369
Q99NE5,Regulating synaptic membrane exocytosis protein 1 OS=Mus musculus OX=10090 GN=Rims1 PE=1 SV=2,5,47499775.5,36429791,29308255.5,26407296.5,30355483.75,25881308.5,30827292.5,30937382,39091157
Q99NF2,NMDA receptor synaptonuclear signaling and neuronal migration factor OS=Mus musculus OX=10090 GN=Nsmf PE=1 SV=1,1,8827592,6192732.5,4761184,3630361.25,0,0,0,3893140.75,2070426.375
Q99P47,Contactin-associated protein-like 4 OS=Mus musculus OX=10090 GN=Cntnap4 PE=1 SV=2,1,13577851,14759838,19405632,16349499,7452258.5,15503791,15224339,15106102,14750248
Q99P72,Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2,37,4491405240,3249673398,1565819255,881263734.4,857492791.3,597348770.9,1732039132,1840657899,1728178873
Q99P88,Nuclear pore complex protein Nup155 OS=Mus musculus OX=10090 GN=Nup155 PE=1 SV=1,1,4874649.5,2723233.5,5062004,0,5236951,2530223.75,3902530.25,3462219,6160468.5
Q99PG2,Opioid growth factor receptor OS=Mus musculus OX=10090 GN=Ogfr PE=1 SV=1,1,0,0,4627429,0,0,0,5925421.5,3372810.25,4822019.5
Q99PJ0,Neurotrimin OS=Mus musculus OX=10090 GN=Ntm PE=1 SV=2,6,271147364,226737728,142362751,187283529,195985345,147730589,185730924,189915326,182899099
Q99PL5,Ribosome-binding protein 1 OS=Mus musculus OX=10090 GN=Rrbp1 PE=1 SV=2,3,29023780.5,26408984.5,19696849.5,14268435,21592876.06,20791526,16213232.19,22717743,17931049.5
Q99PL6,UBX domain-containing protein 6 OS=Mus musculus OX=10090 GN=Ubxn6 PE=1 SV=1,7,110019659.8,80423706.75,63019615,40182347,49707684,36538679.25,45327664.5,42442190.25,45756594.5
Q99PT1,Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3,10,918140915.5,1145708561,649685867.3,1275145865,1395837452,925966443,1019891143,1078094284,1025722639
Q99PU5,Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Mus musculus OX=10090 GN=Acsbg1 PE=1 SV=1,28,1480794645,1227698110,1026999242,1324416350,1320793284,1124294362,1160624222,1166970032,1182063111
